9.4815,-0.079066
9.583,0.5973
9.6629,1.2768
9.7233,1.9528
9.7666,2.6183
9.7949,3.2667
9.8107,3.8912
9.8161,4.4849
9.8135,5.0412
9.8047,5.5536
9.7874,6.0202
9.7562,6.4421
9.7057,6.8203
9.6307,7.1558
9.5258,7.4499
9.3856,7.7034
9.2049,7.9176
8.9783,8.0934
8.7036,8.2332
8.3837,8.3412
8.0215,8.422
7.6201,8.4799
7.1828,8.5193
6.7125,8.5448
6.2124,8.5606
5.6855,8.5713
5.1344,8.5805
4.5587,8.5892
3.9575,8.5976
3.3297,8.6057
2.6745,8.6138
1.9909,8.6221
1.2778,8.6307
0.53449,8.6399
-0.23984,8.6497
-1.0417,8.66
-1.865,8.67
-2.7037,8.6794
-3.5516,8.6875
-4.4027,8.6939
-5.2509,8.6979
-6.09,8.699
-6.9141,8.6966
-7.7164,8.6891
-8.4897,8.6732
-9.2266,8.6455
-9.9199,8.6024
-10.562,8.5405
-11.146,8.4563
-11.664,8.3464
-12.108,8.2073
-12.475,8.0362
-12.77,7.8334
-13.002,7.5995
-13.18,7.3355
-13.311,7.0421
-13.406,6.7201
-13.473,6.3705
-13.52,5.994
-13.555,5.5918
-13.583,5.1684
-13.604,4.7307
-13.619,4.2855
-13.629,3.8398
-13.633,3.4003
-13.634,2.9741
-13.63,2.5678
-13.624,2.1884
-13.613,1.8397
-13.594,1.5209
-13.563,1.2307
-13.514,0.96793
-13.444,0.73141
-13.349,0.5199
-13.223,0.33219
-13.063,0.16706
-12.866,0.023346
-12.635,-0.099971
-12.375,-0.20386
-12.092,-0.28929
-11.79,-0.35724
-11.474,-0.40867
-11.15,-0.44456
-10.821,-0.46588
-10.493,-0.47364
-10.156,-0.46947
-9.7917,-0.45535
-9.3832,-0.43328
-8.9126,-0.40527
-8.362,-0.37331
-7.7139,-0.3394
-6.9503,-0.30554
-6.0535,-0.27371
-5.0002,-0.24492
-3.7583,-0.21867
-2.2953,-0.19433
-0.57838,-0.17127
1.4251,-0.14884
3.7478,-0.12643
6.4223,-0.10339
9.4815,-0.0791
